parent,node,test_attribute
International aid and development,Health in developing countries,1.2761438374437983
International aid and development,Governance in developing countries,0.6677309258335757
International aid and development,Overseas aid transparency,0.1400782415859379
International aid and development,Overseas aid effectiveness,0.45461948509845707
International aid and development,Climate change impact in developing countries,0.372418932516346
International aid and development,Economic growth in developing countries,1.2927563186147666
International aid and development,Hunger and malnutrition in developing countries,0.10194866601667506
International aid and development,Education in developing countries,0.48090209423593766
International aid and development,Humanitarian emergencies,0.25303536144070926
International aid and development,Water and sanitation in developing countries,1.1762596366397398
Support services for military and defence personnel and their families,British Forces Post Office,0.08717503864380675
Support services for military and defence personnel and their families,Housing and accommodation,0.2167665218036169
Support services for military and defence personnel and their families,Pensions and compensation,1.3346849042813471
Military awards and commemorations,Honours and awards,1.7053497468593157
Military awards and commemorations,Veterans,0.9988618433599921
Military awards and commemorations,Medals,1.3673492323478045
Ministry of Defence estate,Military crash sites,1.0375457566280881
Ministry of Defence estate,Sale of land,1.3677477231269197
Ministry of Defence estate,Art collection,2.2550208574318633
Ministry of Defence estate,Film locations,1.3401110500247644
Ministry of Defence estate,Public access,1.9846604362580742
Prisons and probation,Prisons healthcare,1.2324153700053384
Prisons and probation,MAPPA,0.8034634916701804
Legal aid,High cost and complex cases,1.4968249085138337
Legal aid,Electronic working,0.22714362670414193
Legal aid,Payments and processing,0.28978461395812616
Legal aid,Tenders,0.7879156676884378
Legal aid,Crime,0.27927787109105806
Legal aid,Civil and crime contracts,1.3785000197411224
Law and practice,Copyright,1.7768765379462803
Law and practice,Patents,0.44403830590268945
Law and practice,Designs,1.701091500154259
Law and practice,Trade marks,0.3817232506470476
Local government,Local government finance and capital assets,1.0603301930412508
Local government,Local government pensions,1.702246778286554
Local government,Council Tax,0.42619795217364886
Local government,Local Housing Allowance,0.18981695525038775
Local government,Business rates,2.8980395712068843
Local government,Data collection and reporting,0.6014219380003668
Local government,Councils and elections,1.145332918629156
Wales,Welsh devolution,1.1426878762568409
Wales,Economic growth in Wales,0.5918619347872394
Northern Ireland,Northern Ireland economy,0.9580617194200093
Northern Ireland,Northern Ireland political stability,0.7193848397055026
Northern Ireland,Northern Ireland community relations,1.0781591350343873
Northern Ireland,Northern Ireland security,1.4388970406750325
Scotland,Scottish devolution,1.023125469478653
Scotland,Scottish constitution,0.7028432476007442
Community and society,National Lottery funding,1.5254493926508788
Community and society,Social investment,0.1035439192450914
Community and society,Social action,1.8972515827958556
Community and society,Community integration,0.2436437499076205
Arts and culture,Conservation of historic buildings and monuments,0.8956572254517009
Arts and culture,Library services,1.3282018638319828
Arts and culture,Museums and galleries,1.4054833716756212
Sports and leisure,Community amateur sports clubs (CASCs),0.25577401919781584
Sports and leisure,Recreation,0.0015260070057150652
Sports and leisure,Sports participation,1.128389896180889
Sports and leisure,Elite sports performance,0.03285634640672707
Sports and leisure,2012 Olympic and Paralympic legacy,1.490132060263286
"Equality, rights and citizenship",Equality,1.3586810613361622
"Equality, rights and citizenship",Poverty and social justice,0.077965022191868
"Equality, rights and citizenship",Social mobility,0.7088228901472444
Brexit,Brexit guidance for UK citizens,0.019186606790071527
"Government efficiency, transparency and accountability",Government spending,0.23180475950015542
"Government efficiency, transparency and accountability",Major project management,1.0649220172835443
"Government efficiency, transparency and accountability",Deficit reduction,0.25467278779951813
"Emergency preparation, response and recovery",Fire prevention and rescue,0.38974988151804113
Government technology and digital services,Buying technology,0.33516429518401963
Government technology and digital services,Managing government websites,0.2415983391727812
Government technology and digital services,Public Service Network (PSN),0.37271516539169947
Government technology and digital services,User research,0.796611515875538
Government technology and digital services,Digital transformation,0.1775165757436853
Government technology and digital services,APIs and app development,0.2563172828414246
Government technology and digital services,Digital security,0.5573514346941584
Government technology and digital services,Open source and open standards,0.436744825259011
Government technology and digital services,GOV.UK services,1.1393197848502563
Government technology and digital services,Networks and telecommunications,2.1988887147686422
Government technology and digital services,Data,1.9837523517619566
Government technology and digital services,Design and build of government services,1.0347995782655854
Europe,European single market,1.2326916887387263
Europe,European Union laws and regulation,0.1582992063240271
Europe,European funds,0.9543940238119536
Democracy,Voting,1.3278549501021937
Democracy,Constitutional affairs,0.3865891129903212
Democracy,Legislative process,0.17922766611006802
Government reform,Postal service reform,1.3405023332378931
Government reform,Civil service reform,1.030796095108033
Self-employment,Tax and National Insurance,0.5157116518422259
Self-employment,Paying HMRC,0.5875002928191367
Self-employment,Stopping or selling your business,0.6446058920763774
Self-employment,Managing expenses,1.7602157186672343
Self-employment,Self Assessment,0.5068780594514916
"Working, jobs and pensions",Recruiting and hiring,1.2175025737179894
"Working, jobs and pensions",Finding a job,1.585856545036573
"Working, jobs and pensions","Your pay, tax and the National Minimum Wage",0.3928771170038966
"Working, jobs and pensions",Workplace bullying and harassment,1.2238890432871086
"Working, jobs and pensions","Holidays, time off, sick leave, maternity and paternity leave",0.553871626404775
"Working, jobs and pensions",Workplace and personal pensions,0.727036997252894
"Working, jobs and pensions",Your rights at work and trade unions,0.4059396739788456
"Working, jobs and pensions",State Pension,0.2539528075334332
"Working, jobs and pensions",Contracts and working hours,0.4969141060725962
"Working, jobs and pensions","Redundancies, dismissals and disciplinaries",1.2727376907391221
Pensions and ageing society,Older people,0.6477327483724137
Pensions and ageing society,Public service pensions,1.4206316653951918
Pensions and ageing society,Automatic enrolment in workplace pensions,0.31843756373726084
Pensions and ageing society,State Pension simplification,1.1647606163173623
Pensions and ageing society,State Pension age,0.1515891648721379
Money laundering regulations,Registration for specific business types,0.3011682542804483
Money laundering regulations,Your role under the regulations,1.2842473530948981
Money laundering regulations,Problems and compliance checks,1.134173996375918
Business tax,Climate Change Levy,1.9965784256411434
Business tax,Business tax reform,1.475671300689815
Business tax,VAT,0.32516674966639075
Business tax,Fuel Duty,1.4764629102775797
Business tax,Alcohol duties,0.3475387060879396
Business tax,Pension scheme administration,0.5319330196947833
Business tax,International tax,0.5632311313491151
Business tax,Stamp duty and other tax on property,0.631028057560088
Business tax,Investment schemes,0.1601955560768578
Business tax,Landfill Tax,0.37456320019129263
Business tax,Corporation Tax,0.3398331643709385
Business tax,Gambling duties,0.9207457623391968
Business tax,Employment related securities,1.494293051593571
Business tax,Construction Industry Scheme (CIS),0.9230000887797452
Business tax,Tobacco Products Duty,1.3675263325446663
Business tax,Aggregates Levy,0.5215351982274088
Business tax,Air Passenger Duty,1.3690648130226246
Business tax,Capital allowances,2.310016599912888
Business tax,Stamp duty on shares,1.2194347824507212
Business tax,IR35: working through an intermediary,0.11293001493958578
Business tax,Life insurance policies,0.7070308560004095
Business tax,Insurance Premium Tax,0.5051203601553298
Business tax,PAYE,1.4248716296807111
Business tax,Large and mid-size business,0.6297088642257214
Dealing with HMRC,Paying HMRC,1.1926565073255924
Dealing with HMRC,Tax agent and adviser guidance,1.9671077310252902
Dealing with HMRC,Complaints and appeals,0.9777180974386203
Dealing with HMRC,Phishing and scams,0.9855926891336981
Dealing with HMRC,Tax compliance,0.11116419934374687
Dealing with HMRC,Tax avoidance,1.2750191162395879
Dealing with HMRC,Shared Workspace service,0.15325096197314886
Dealing with HMRC,Software development for HMRC,0.08990291268793071
Personal tax,Living or working abroad or offshore,0.5514018584999122
Personal tax,Tax on savings and investments,0.8090917884050027
Personal tax,Leaving the UK,1.485077994658083
Personal tax,Non-resident landlord scheme,0.7411515379536174
Personal tax,Trusts,1.1902876431322176
Personal tax,Inheritance Tax,0.10903236887626451
Personal tax,Self Assessment,0.6099450990186448
Personal tax,Income Tax,0.9168195415598696
Personal tax,Capital Gains Tax,1.9636236949400843
Personal tax,Coming to the UK,0.057802804115856636
Personal tax,National Insurance,1.3315457033812044
Personal tax,Foreign entertainer tax rules,1.3006013137291634
Personal tax,Personal tax reform,0.7573948031565017
Running a business,Business finance and support,1.0527072898611318
Running a business,Business premises and business rates,0.25887524090075176
Running a business,Limited companies and partnerships,1.1616209218732072
Running a business,Employing people,1.2499660192237123
Running a business,Business licensing,0.31196129284105856
Running a business,Business debt and bankruptcy,0.3606119125960202
Running a business,"Business auditing, accounting and reporting",0.8903628444220503
Business regulation,State aid,0.13780508704815575
Business regulation,Competition,1.8784041741547715
Business regulation,Intellectual property,0.10292522365330309
Business regulation,Alcohol licensing,0.11577884458082878
Business regulation,Product safety,0.5282203698241751
Business regulation,Energy industry and infrastructure licensing and regulation,0.8696393202758926
Business regulation,Sale of goods and services and data protection,1.0126587892249983
Business regulation,Regulation reform,1.838917080980522
Business regulation,Consumer rights and issues,1.1673518454186984
Charities and social enterprises,Community interest companies,0.20844679853077375
Charities and social enterprises,"Charity money, tax and accounts",2.6626611858014253
Charities and social enterprises,Fundraising,1.0497546140252334
Charities and social enterprises,Trustee role and board,1.0565974803273634
Science and innovation,Animal research and testing,0.310133088687638
Science and innovation,Research and development,0.15753848898671585
Science and innovation,Scientific research and development,0.4552121359613359
Trade and investment,Overseas businesses: exporting to the UK,1.1793933175857674
Trade and investment,"Customs declarations, duties and tariffs (import and export)",1.2744366820143886
Trade and investment,Digital trade,0.4060487786446295
Trade and investment,Exporting,0.5174473924802283
Trade and investment,Trade barriers,2.51612228126357
Trade and investment,Importing,0.040519057703404464
Trade and investment,Inward investment,0.5677043318735171
Trade and investment,Outward investment,0.5479639033653173
Trade and investment,Free trade,0.551100055656006
UK economy,UK economic growth,1.3824431093218619
UK economy,City deals and growth deals,2.137487569482166
UK economy,Regional growth fund,0.5395870877384571
UK economy,High streets and town centres,0.4147170401846756
Business and the environment,UK energy security,0.3308216725179485
Business and the environment,Energy demand reduction,1.0118704781639687
Media and communications,Communications and telecomms,0.9213030412132585
Media and communications,Broadband investment,0.9532168226547054
Media and communications,Media and creative industries,0.5196334423674956
Financial services,Access to financial services,0.20766843628747775
Financial services,Financial services regulation,0.5144500870758341
Financial services,Bank regulation,0.14903800184806193
Social care,End of life care,0.24062628710313097
Social care,Carers' health,0.09898546239823505
Social care,Health and social care integration,1.5509591506113278
Disabled people,Disability equipment and transport,0.34600104482119587
Disabled people,Carers,0.7602065850659823
Disabled people,Disability rights,0.9849996064831419
Disabled people,Benefits and financial help,0.4258121706639214
National Health Service,Health workforce,0.9587166323886439
National Health Service,Patient safety,0.40393436583669706
National Health Service,NHS efficiency,1.778171561192416
National Health Service,Compassionate care in the NHS,1.0260049724140599
Public health,Human fertilisation and embryology,0.9491486163494404
Public health,Sexual health,0.6660457867240551
Public health,Health protection,0.2365323154122128
Public health,Population screening programmes,0.5137440287666788
Public health,Abortion,1.017242019916131
Public health,Ophthalmology,0.2081275108106784
Public health,Dentistry,1.15875166875504
Public health,Health conditions,0.15466638648482903
Public health,Mental health,0.07613231626873208
Public health,Health improvement,0.1837445658912846
"Medicines, medical devices",Pharmacy,0.08115069985542023
"Medicines, medical devices","Marketing authorisations, variations and licensing guidance",1.070272185353127
"Medicines, medical devices","Good practice, inspections and enforcement",0.7193569918886519
"Medicines, medical devices","Manufacturing, wholesaling, importing and exporting medicines",2.0165426434145566
"Medicines, medical devices",Herbal and homeopathic medicines,0.716288065892001
"Medicines, medical devices","Vigilance, safety alerts and guidance",0.6530738945686206
"Medicines, medical devices",Medical devices regulation and safety,0.7215864731065645
"Medicines, medical devices",Conferences and events,0.5739440140200475
"Medicines, medical devices",Clinical trials and investigations,2.4029531069766525
Further education financial management and data collection,Financial management for further education providers,0.4956830679049163
Further education financial management and data collection,Local authority further education financial reporting and assurance,0.5712603827656674
Further education financial management and data collection,Data collection for further education providers,1.3227622093893503
Further and higher education courses and qualifications,Principal learning qualifications,0.3097634183415345
Further and higher education courses and qualifications,Functional skills,0.3527847866599045
"Apprenticeships, traineeships and internships",Types of apprenticeships,1.1360510313002892
"Apprenticeships, traineeships and internships",Hiring and training an intern or trainee,0.255103298808658
"Apprenticeships, traineeships and internships",Becoming an apprentice,0.9591372889820426
"Apprenticeships, traineeships and internships",Hiring and training an apprentice,1.48459626128485
"Apprenticeships, traineeships and internships",Becoming an intern or trainee,1.1581368057863715
Further education funding,Adult education funding,0.5958617011537396
Further education funding,Apprenticeships funding,1.5947667230966642
Further education funding,Further education buildings and land,0.3102994668472783
Further education funding,European Social Fund (ESF) and skills funding,1.2384163073604142
Further education funding,Free meals for 16 to 18 year olds,0.8715324332957795
Further education funding,Further education funding data,1.0126895863203196
Further education funding,Dance and drama funding for 16 to 19 year olds,1.328907072345225
Further education funding,Administering student funding,0.47472934946015455
Teacher training and professional development,Qualified Teacher Status (QTS),0.6212462219032971
Teacher training and professional development,Initial Teacher Training (ITT),0.10142149360646012
Teacher training and professional development,School leadership,0.2619254331910043
Inspection and performance of further education providers,Inspection of residential provision in further education colleges,0.611475511924964
Inspection and performance of further education providers,Further education intervention notices and reports,2.4212795226834065
Inspection and performance of further education providers,Further education provider performance measures,0.30780885434648125
Inspection and performance of further education providers,Student performance in further education,0.08218285381731312
Inspection and performance of further education providers,Inspection of further education and skills providers,0.06560916731362407
Inspection and performance of further education providers,Performance data and Ofsted reports of further education providers,0.8163699729227244
Inspection and performance of schools,Inspection of non-maintained schools,0.6651645577098715
Inspection and performance of schools,Pupil performance in schools,1.6102840609972269
Inspection and performance of schools,School intervention notices and reports,1.718813933266958
Inspection and performance of schools,Inspection of independent schools,0.2845139909226462
Inspection and performance of schools,School performance measures,1.2322388736864394
Inspection and performance of schools,Inspection of British schools overseas,0.9150345839581631
Inspection and performance of schools,Inspection of maintained schools and academies,0.8430022681445288
Inspection and performance of schools,Inspection of boarding and residential schools,0.21429694128697108
Inspection and performance of schools,School performance tables and Ofsted reports,0.4143580674606342
Inspection and performance of schools,Inspection of local authority support for schools,0.9721625540185092
Setting up or changing the status of a school,Set up and develop a multi-academy trust (MAT),0.9391954674188843
Setting up or changing the status of a school,Set up a free school,0.6879058867297315
Setting up or changing the status of a school,Set up or convert to an academy,1.2912494828778274
School buildings and land,School buildings and land guidelines,0.6122880655433576
School buildings and land,School buildings and land transactions,0.5509748729806646
School buildings and land,School places,0.7403554768659211
Data collection and censuses for schools,School workforce censuses,0.670600108978818
Data collection and censuses for schools,School preference and admission appeals data collection,0.27002649287538716
Data collection and censuses for schools,School censuses and school-level annual school censuses (SLASC),0.012640257853124014
Data collection and censuses for schools,Phonics screening checks,1.4092735151408826
Data collection and censuses for schools,Key stage 1 and 2 assessments data collection,1.346420861240936
Data collection and censuses for schools,General hospital school censuses,0.7210381487636551
Data collection and censuses for schools,School exclusion reviews,0.208632109028849
Data collection and censuses for schools,Special educational needs surveys,0.4993790163885207
Data collection and censuses for schools,Alternative provision censuses,1.3004018810485294
Data collection and censuses for schools,Parental responsibility measures attendance censuses,0.2528618109982831
Data collection and censuses for schools,School capacity surveys,1.6249192447345575
Key stage 5 (AS and A Levels),"Key stage 5 exam marking, qualifications and results",2.3953676010577016
Key stage 5 (AS and A Levels),AS and A level changes and reforms,1.322390541769763
Key stage 5 (AS and A Levels),AS and A level subject content and requirements,0.035897674960577254
"Secondary curriculum, key stage 3 and key stage 4 (GCSEs)",GCSE subject content and requirements,0.6989173933389113
"Secondary curriculum, key stage 3 and key stage 4 (GCSEs)","Key stage 3 and 4 exam marking, qualifications and results",0.3294440471656798
"Secondary curriculum, key stage 3 and key stage 4 (GCSEs)",GCSE changes and reforms,0.3642017757829517
"Primary curriculum, key stage 2",Tests and assessments (key stage 2),1.6592847059910103
"Primary curriculum, key stage 2",English (key stage 2),0.7313600413428735
"Primary curriculum, key stage 2",Science (key stage 2),1.2926138419279392
"Primary curriculum, key stage 2",Maths (key stage 2),1.395743701968393
"Primary curriculum, key stage 2",Programmes of study (key stage 2),0.7882954073163045
"Primary curriculum, key stage 1",Tests and assessments (key stage 1),1.0141178599128573
"Primary curriculum, key stage 1",Phonics,0.07933768302959451
"Primary curriculum, key stage 1",Maths (key stage 1),2.225074756579558
"Primary curriculum, key stage 1",Science (key stage 1),0.4152617503584647
"Primary curriculum, key stage 1",Programmes of study (key stage 1),0.47934604486016624
Initial Teacher Training funding,School Direct funding,0.743742510543576
Initial Teacher Training funding,Subject Knowledge Enhancement (SKE) funding,0.16265481588859557
Funding for different types of schools and settings,Academy funding,0.08149978870079301
Funding for different types of schools and settings,Early years funding,1.3805629459834305
Funding for different types of schools and settings,Funding for 16 to 19 year olds in schools,1.7686189522972375
Funding for different types of schools and settings,Local authority schools funding,0.34364493181168676
Funding for different types of schools and settings,Alternative provision funding,0.9939504489614465
Funding for different types of schools and settings,Special schools funding,0.03216686603260706
Providing childcare,Funding and finance for childcare providers,0.6344674265455146
Providing childcare,"Children's centres, childminders, pre-schools and nurseries",0.3687106290748579
Providing childcare,Performance and inspection of childcare providers,1.0085492071358353
Providing childcare,Recruiting and managing early years staff,0.33483074205960284
Providing childcare,Becoming a childcare provider,0.5964538615507569
Providing childcare,Early years curriculum (0 to 5),0.30468512770772976
Data collection for early years and childcare,Early years census,0.09347179478961513
Data collection for early years and childcare,Early years foundation stage profile return,0.8818323437789732
Safeguarding and child protection,Data collection for safeguarding and child protection,0.7626399449440536
Safeguarding and child protection,Child abduction and cross-border child protection,0.09651008268275463
Safeguarding and child protection,Serious case reviews,0.31395692996492564
Safeguarding and child protection,"Refugee, runaway and homeless children",0.2708287276189449
Safeguarding and child protection,"Preventing neglect, abuse and exploitation",0.491264255642104
Looked-after children and children in care,"Health, wellbeing and education of looked-after children",2.529153693881523
Looked-after children and children in care,Data collection for looked-after children,0.15440887614726115
Looked-after children and children in care,Children's homes and other accommodation,1.4351897510528344
Looked-after children and children in care,Children and young people leaving care,0.725081613731767
Children's social care providers,Becoming a children's social care provider,0.8120195971084628
Children's social care providers,Social care provider complaints,1.0206772128577424
Children's social care providers,Inspection of children's social care providers,0.24332382745215506
Rail franchising,Rail franchise procurement,0.11979872194433845
Rail franchising,Rail franchise public register,0.6695036355619927
HS2,HS2 archaeology,1.1754698572009108
HS2,HS2 and the environment,3.1308432664495025
HS2,HS2 corporate,0.229008618132733
HS2,HS2 property,1.7559653260684662
HS2,HS2 business case,1.2689810890376476
HS2,HS2 construction and engineering,1.9695224228835062
HS2,HS2 supply chain,1.3516274822327239
HS2,HS2 stations,0.49913016284084333
HS2,HS2 stakeholder and community engagement,0.4769681274232443
HS2,HS2 design,0.1805395931079773
HS2,HS2 additional provisions,0.8999067274631499
HS2,HS2 legislation,0.7293198175910491
HS2,HS2 costs,0.42250362081103715
HS2,HS2 Phase Two,0.8236489299877836
HS2,HS2 Phase One,0.4311689571042411
HS2,HS2 planning,0.04502135996662908
"Vehicle ownership, approval and standards",Driver and vehicle record,0.4779349625829396
"Vehicle ownership, approval and standards",Vehicle import and export,0.8586516709706131
"Vehicle ownership, approval and standards",Vehicle tax,1.04476782905986
"Vehicle ownership, approval and standards",Vehicle insurance,2.1739786271071853
"Vehicle ownership, approval and standards",MOTs,1.2371258811917236
"Vehicle ownership, approval and standards",Vehicle manufacturing and modification,1.4719938217735566
"Vehicle ownership, approval and standards",Vehicle recalls,0.9277758486102367
"Vehicle ownership, approval and standards",HGV standards and checks,1.1841411117083676
"Vehicle ownership, approval and standards","Vehicle registration, log books and number plates",0.2309930022273719
"Vehicle ownership, approval and standards",PSV standards and checks,1.096882239887728
"Vehicle ownership, approval and standards","Buying, selling, registering and scrapping a vehicle",0.039165668505228235
Driving and motorcycle tests,Motorcycle training,1.1475168600543062
Driving and motorcycle tests,Theory tests,0.6821060553360919
Driving and motorcycle tests,"Lorry, bus, coach and specialist vehicle driving tests",1.0429208494388746
Driving and motorcycle tests,Car driving tests,1.3088490731162377
Driving and motorcycle tests,Motorcycle and moped tests,0.9731371466249347
Driving licences,Personal driving licence information,1.121909334739996
Driving licences,Driving licence categories,0.11512210098555152
Driving licences,Foreign driving licences,0.8281659044781532
Driving licences,Driving abroad,0.739442713594927
Driving licences,Driving licences and medical conditions,0.8249133621977489
Driving licences,Driving licence applications and renewals,0.10412574124057507
"Road safety, driving rules and penalties",Driving and medical conditions,0.24470908372774497
"Road safety, driving rules and penalties",Driving and mobile phones,0.40456026918986027
"Road safety, driving rules and penalties",Seat belts,1.4608932365033347
"Road safety, driving rules and penalties",Speeding,1.3088773342598845
"Road safety, driving rules and penalties","Penalty points, fines and driving bans",0.2401481893850151
"Road safety, driving rules and penalties",Towing,0.3943020938077255
"Road safety, driving rules and penalties",Drivers' hours,1.6143720105504944
"Road safety, driving rules and penalties",Drink and drug driving,0.9118389620730519
"Road safety, driving rules and penalties",Road accidents and serious accidents,0.674055184620354
Driving instruction and driving lessons,Driving examination,0.5296248016978979
Driving instruction and driving lessons,"Driving, motorcycle and LGV instructor qualification process",0.4235076893653073
Driving instruction and driving lessons,Professional development for driving and motorcycle instructors,0.08189160084476671
Driving instruction and driving lessons,Driving instructor registration and renewals,0.9607974725087214
"Professional driving of lorries, buses and coaches",EU and international driving rules,2.004589562864321
"Professional driving of lorries, buses and coaches",Tachographs,0.5122764733515028
"Professional driving of lorries, buses and coaches",Driver CPC training,1.0540609103002125
Transport businesses and vehicle operator licences,Fleet management,0.04283599874009188
Transport businesses and vehicle operator licences,Driver CPC training centres,0.19341021021426805
Transport businesses and vehicle operator licences,Vehicle operator licences,0.1458053406550092
Transport businesses and vehicle operator licences,Employing drivers,1.2470761504332968
Road transport and the environment,Renewable fuels,0.2673455823686689
Road transport and the environment,Low emission and electric vehicles,0.10598159652165764
Road transport and the environment,Road transport emissions,0.6496940813925989
Transporting dangerous goods,Safe transport of dangerous goods by road and rail,0.6948149437951443
Transporting dangerous goods,Safe transport of dangerous goods by sea,1.744756820456527
Road improvement and investment,Major roads,0.6843248054010288
Road improvement and investment,Motorways,1.2862995251299143
Road improvement and investment,Local roads,0.7735903064878115
Road improvement and investment,Making roads safer,1.4108942522668455
Road improvement and investment,Road resurfacing,1.0454116182315765
Road works and street works,Road closures,1.0851168237475488
Road works and street works,Weekend closures,0.21016425614514056
Road works and street works,Planned roadworks,0.8621181846371534
Road works and street works,Overnight works,1.1318478147097017
Road works and street works,Property affected by roadworks and street works,1.8365578493869956
"Seafarer management, training and certification",Employment of seafarers,0.6462970417384115
"Seafarer management, training and certification",Ship crew training and certification,0.9093343347753384
"Seafarer management, training and certification",Ship crew health and safety,0.04994599641475704
Maritime safety,Safe and compliant operation of vessels,0.9161436487360622
Maritime safety,Life saving appliances (LSA),0.7517553630451835
Vessel registration and design,Vessel design,1.0006868118996421
Vessel registration and design,Vessel registration,0.5187558418223641
Vessel registration and design,Ship equipment,0.44489713984226376
New aviation technology,Drones,0.22634446898663202
New aviation technology,Spaceflight,0.5367543134902752
Buses,Buses and the environment,0.25963514603384086
Buses,Bus operators,0.3902979571219884
Buses,Bus passenger experience,0.20564810951698162
Buses,Improvements to buses,0.19396035063692696
Buses,Bus accessibility,0.18513083611024322
Buses,"Bus services, routes and timetables",0.247022175316294
Countryside,Access to the countryside,0.9207751646512979
Countryside,"Parks, trails and nature reserves",0.0395302826513994
Rural development and land management,Commons and greens,0.6064154964503489
Rural development and land management,Pollution,1.3216420925426986
Rural development and land management,Protected sites,0.7404009532175322
Rural development and land management,"Weeds and invasive, non-native plants",0.658081435146501
Rural development and land management,Hedgerows,1.7923929948787025
Rural development and land management,Farming,0.8850351940627631
Rural development and land management,Contaminated land,0.3217536775418197
Rural development and land management,Economic growth in rural areas,0.8352736073760484
Rural development and land management,Rural economy and community,0.07912126127451098
Protected sites and species,Marine sites and species,0.9403630291554727
Protected sites and species,Land sites,0.02794522718802093
Protected sites and species,Land species,0.9147096072404242
Wildlife and habitat conservation,Birds,1.172759875617704
Wildlife and habitat conservation,Fish and shellfish,0.584605142607007
Wildlife and habitat conservation,Plants,0.7899432551270043
Wildlife and habitat conservation,Invertebrates,0.23486594980721823
Wildlife and habitat conservation,Reptiles and amphibians,0.05393543211289011
Wildlife and habitat conservation,Mammals,0.06337953510346102
"Fishing regulations, monitoring and enforcement",Catch Quota Trials,0.9343363904351965
"Fishing regulations, monitoring and enforcement",First sale marine fish,0.3361327493875614
"Fishing regulations, monitoring and enforcement",Fisheries statistics,0.6749518059179364
"Fishing regulations, monitoring and enforcement",Sales notes and electronic recording systems,0.03510274555844721
"Fishing regulations, monitoring and enforcement",Fishing quota and catch limits,0.7941996644169551
Fishing vessels,Vessel and crew safety and certification,0.6554537601064349
Fishing vessels,Vessel surveys and inspections,0.7903237479966009
Fishing vessels,Vessel licensing,1.4877714841797207
Fishing vessels,Vessel monitoring systems,1.1688180605928502
Fishing vessels,Vessel licensing and lists,1.1846010233102315
Oil and gas finance and taxation,Market values,0.029775419972479556
Oil and gas finance and taxation,Tax and profits,0.543035931634629
Coal,Mine water management,0.7772864995687402
Coal,Mining reports and data,1.5382132980972154
Coal,Property and development,0.36632050649833503
Coal,Mining permits and licences,0.7424378830780628
Keeping farmed animals,Cattle deaths,0.5615563637762812
Keeping farmed animals,Deer farming,0.24412653807290888
Keeping farmed animals,"Pig identification, registration and movements",1.592906071825008
Keeping farmed animals,"Shows, fairs and markets",1.8368083436933185
Keeping farmed animals,Veterinary medicines,0.5418567644601908
Keeping farmed animals,Poultry registration,1.251464967937701
Keeping farmed animals,"Sheep and goats identification, registration and movements",0.6525875886940891
Keeping farmed animals,Import and export of farmed animals,0.588218220934965
Keeping farmed animals,"Cattle identification, registration and movements",0.1504586588267525
Keeping farmed animals,Reporting disease and disease outbreaks,1.8561853555758203
Keeping farmed animals,Bovine tuberculosis (bovine TB),0.37198172003017344
Producing and distributing food,Crops and horticulture,1.1289920700497948
Producing and distributing food,Food labelling and safety,0.03728575282900757
Producing and distributing food,"Import, export and distribution of food",0.050304923771987496
Producing and distributing food,Meat production,0.36748479488242
Producing and distributing food,Dairy and milk production,3.6036734598871045
Producing and distributing food,Sugar,0.9357354576528679
Producing and distributing food,Egg production and marketing,0.06701077030341714
Farming and food grants and payments,Intervention schemes,0.7709652124468201
Farming and food grants and payments,Rural grants and payments,0.640588848976531
Farming and food grants and payments,School milk scheme,0.4035811262433388
Farming and food grants and payments,Private storage aid,1.1181057263398437
Business and mortgage services,Mortgage services,0.0927060682541195
Business and mortgage services,Spatial data,0.5704569262397613
Business and mortgage services,Ownership verification,1.4016785189977552
Business and mortgage services,Risk management,0.46717506362557615
Business and mortgage services,Conveyancing services,0.011614660247651338
Business and mortgage services,Property portfolio management,1.304389905749527
Council Tax,Renting,0.25959539585053165
Council Tax,Council Tax bands,0.5987413859612771
Council Tax,Appeals and reductions,1.1475503088114458
Council Tax,Council Tax reform,1.0129870932845886
Business rates,Your rateable value,1.888475517563103
Business rates,"Relief, refunds and rebates",0.8006625641172067
Business rates,Submit your rent or lease details,1.3964485477280864
Brexit guidance for UK citizens,Visit Europe after Brexit,1.0518345894088696
Government spending,Government funding programmes,1.287216849596578
Buying technology,Digital Marketplace,1.6194620843000866
Buying technology,Digital outcomes and specialists framework,0.21954929028256676
Managing government websites,Hosting your service,0.011923531290425815
Digital transformation,Smarter working,1.2487398534207723
Digital transformation,Green technology,0.5470475691173602
Digital transformation,Job roles and talent acquisition,0.10654455853621791
Digital transformation,Cloud strategy,1.887335740746646
Digital transformation,Legacy,0.16527360819822687
APIs and app development,APIs,0.4779238685551294
APIs and app development,Application development,1.0222751422172187
Digital security,End user devices,0.2385446416848012
Digital security,Risk management,0.7354630356700962
Digital security,Cloud security,1.5954450092136248
Digital security,Email,1.9996757325628987
Digital security,Passwords,1.9523362327782718
Digital security,Phishing,0.19022367462360518
Digital security,Identity assurance,0.21316308126201539
Digital security,Digital service security,0.3111753682541304
Open source and open standards,Open standards,0.29731134604341924
Open source and open standards,Open source,0.9148141153407833
GOV.UK services,Performance platform,1.0672482289719538
GOV.UK services,GovWifi,0.6168374486815911
GOV.UK services,GOV.UK Pay,0.8448362859068149
GOV.UK services,GOV.UK Registers,0.7002452982706149
GOV.UK services,GOV.UK Proposition,0.5620495780104703
GOV.UK services,GOV.UK Platform as a Service (PaaS),0.1719781213927677
